Id,Id2,Geography,Total; Estimate; All households,Total; Margin of Error; All households,Mean income (dollars); Estimate; All households,Mean income (dollars); Margin of Error; All households,Total; Estimate; All households - With earnings,Total; Margin of Error; All households - With earnings,Mean income (dollars); Estimate; All households - With earnings,Mean income (dollars); Margin of Error; All households - With earnings,"Total; Estimate; All households - With interest, dividends, or net rental income","Total; Margin of Error; All households - With interest, dividends, or net rental income","Mean income (dollars); Estimate; All households - With interest, dividends, or net rental income","Mean income (dollars); Margin of Error; All households - With interest, dividends, or net rental income",Total; Estimate; All households - With Social Security income,Total; Margin of Error; All households - With Social Security income,Mean income (dollars); Estimate; All households - With Social Security income,Mean income (dollars); Margin of Error; All households - With Social Security income,Total; Estimate; All households - With Supplemental Security Income (SSI),Total; Margin of Error; All households - With Supplemental Security Income (SSI),Mean income (dollars); Estimate; All households - With Supplemental Security Income (SSI),Mean income (dollars); Margin of Error; All households - With Supplemental Security Income (SSI),Total; Estimate; All households - With cash public assistance income,Total; Margin of Error; All households - With cash public assistance income,Mean income (dollars); Estimate; All households - With cash public assistance income,Mean income (dollars); Margin of Error; All households - With cash public assistance income,Total; Estimate; All households - With retirement income,Total; Margin of Error; All households - With retirement income,Mean income (dollars); Estimate; All households - With retirement income,Mean income (dollars); Margin of Error; All households - With retirement income,Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,"Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other",Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Mean income (dollars); Estimate; Hispanic or Latino origin (of any race),Mean income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Mean income (dollars); Estimate; White alone, not Hispanic or Latino","Mean income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; PERCENT ALLOCATED - Household income in the past 12 months,Total; Margin of Error; PERCENT ALLOCATED - Household income in the past 12 months,Mean income (dollars); Estimate; PERCENT ALLOCATED - Household income in the past 12 months,Mean income (dollars); Margin of Error; PERCENT ALLOCATED - Household income in the past 12 months,Total; Estimate; PERCENT ALLOCATED - Family income in the past 12 months,Total; Margin of Error; PERCENT ALLOCATED - Family income in the past 12 months,Mean income (dollars); Estimate; PERCENT ALLOCATED - Family income in the past 12 months,Mean income (dollars); Margin of Error; PERCENT ALLOCATED - Family income in the past 12 months,Total; Estimate; PERCENT ALLOCATED - Individual income in the past 12 months,Total; Margin of Error; PERCENT ALLOCATED - Individual income in the past 12 months,Mean income (dollars); Estimate; PERCENT ALLOCATED - Individual income in the past 12 months,Mean income (dollars); Margin of Error; PERCENT ALLOCATED - Individual income in the past 12 months
9700000US3600001,3600001,"Dolgeville Central School District, New York",2228,133,54757,3667,74.1,3.4,55474,4378,16.2,2.6,9712,5734,38.7,4.1,15897,948,5.4,1.9,10103,1344,2.8,1.4,4867,2256,26.9,3.7,14771,2613,1527,102,59877,4289,15.3,3.4,28813,7891,41.2,5.1,50546,7258,27,4.2,81824,7025,7.6,2.7,56302,8040,5.5,2,92605,11356,3.4,2.1,93765,17037,5848,263,21123,1631,98.5,0.7,21210,1628,0.2,0.2,9379,4920,0.3,0.4,N,N,0.2,0.3,N,N,0,0.5,-,**,0,0.5,-,**,0.8,0.6,16577,31127,1.7,0.8,34312,10421,96.9,1.1,20974,1617,37.4,(X),(X),(X),36.1,(X),(X),(X),27.5,(X),(X),(X)
9700000US3600002,3600002,"Sauquoit Valley Central School District, New York",2490,186,75671,9247,79,4.6,75828,11657,21.7,4.8,3673,1083,35.9,4.8,19636,1344,3.3,1.9,11877,2203,1,1,2104,1392,29.6,5.7,23880,6139,1689,133,88642,12556,13.6,4.3,43460,6226,28.1,7.3,77489,32695,32,7.9,105313,18405,11,4.9,61700,16676,14.2,5.4,136641,18547,1.1,1.2,100611,7840,6355,394,30609,3436,95.9,2.2,31343,3696,1.3,1.1,25057,33280,0.2,0.3,-,**,1.1,1.1,15213,18228,0,0.5,-,**,0.1,0.1,-,**,1.5,1.2,4693,5184,1.8,1.2,8147,4343,94.5,2.6,31657,3769,35.9,(X),(X),(X),32.7,(X),(X),(X),26.5,(X),(X),(X)
9700000US3600003,3600003,"Edwards-Knox Central School District, New York",1333,101,58820,6823,69.5,3.7,61973,9736,16.4,3.1,4925,2689,40,4.2,18014,1027,9.5,2.7,10853,1936,5.1,2.1,5588,2446,32,3.7,16921,1913,892,75,63300,7786,22.9,4.7,N,N,33.4,6.4,N,N,28.1,6.8,N,N,7,2.6,N,N,8.1,2.5,N,N,0.6,0.6,N,N,3334,285,24028,2674,96.8,1.7,24785,2726,0.1,0.1,6633,6070,0.5,0.5,5463,5223,0.2,0.4,-,**,0,0.9,-,**,0.1,0.1,N,N,2.3,1.6,N,N,0.5,0.4,4088,9893,96.5,1.7,24842,2740,32.6,(X),(X),(X),32.8,(X),(X),(X),25.6,(X),(X),(X)
9700000US3600004,3600004,"Rotterdam-Mohonasen Central School District, New York",7348,286,74153,3911,74,2.1,73395,3143,23.9,2.4,12465,8520,35.6,2.2,19472,870,4.3,1,10099,1458,2.6,0.9,3942,1630,31.5,2.7,25114,3958,4697,233,87696,5542,17,2.1,52986,4758,26.4,3.5,80602,18169,34.7,3.5,104179,5497,9.6,2.1,64858,8093,10.2,2.7,125023,15204,2.1,1,109290,13242,20207,623,29600,1618,91,2.4,31095,1773,2.7,1.3,20476,7198,0.1,0.1,N,N,1.8,1.2,17856,8820,0,0.1,-,**,1.2,0.9,15072,6301,3.2,1.2,7982,3833,5.1,2,15948,6779,87.3,2.8,31760,1825,27.1,(X),(X),(X),28.1,(X),(X),(X),22.8,(X),(X),(X)
9700000US3600005,3600005,"Broadalbin-Perth Central School District, New York",4268,211,77012,5643,73,3.8,81195,6435,25.4,4.7,10397,4105,37.3,4.3,18077,1451,5.4,1.9,10436,2837,2.6,1.6,2151,1222,23.1,3.7,23321,4071,2905,182,93497,7253,16.4,3.6,47928,7621,27.2,4.9,83298,18016,36.6,5,107753,10317,8,2.8,90466,20524,10.9,4.1,129138,27772,1,0.9,231690,152599,10539,348,31533,2051,95,1.4,32769,2197,2,0.8,6854,5498,0,0.3,-,**,0.8,0.8,19813,19816,0,0.3,-,**,1.3,0.8,2483,3115,0.8,0.6,7634,6172,2.5,1,3863,1966,93.9,1.4,33097,2212,35.2,(X),(X),(X),38.6,(X),(X),(X),28.1,(X),(X),(X)
9700000US3600006,3600006,"Cherry Valley-Springfield Central School District, New York",1626,95,63344,3658,80.9,3.3,57899,4152,25.1,3.9,8945,3016,38.9,4,17860,1188,2.8,1.2,9331,2224,2.1,1.3,3406,1286,24.9,3.7,24483,3578,1161,96,68269,4322,14.3,3.8,42541,7883,32.1,4.8,54061,8690,35.9,5.4,88199,8118,5.6,2.5,58591,18171,9.6,3.2,92223,11183,2.5,2,41697,28760,4038,291,25686,1783,98.5,0.9,25903,1809,0.3,0.3,14073,13444,0,0.7,-,**,0.5,0.5,8624,4234,0,0.7,-,**,0,0.7,-,**,0.7,0.5,12734,10687,1.8,1.8,5442,7491,96.8,1.9,26254,1759,30.8,(X),(X),(X),30.5,(X),(X),(X),22.6,(X),(X),(X)
9700000US3600007,3600007,"Jasper-Troupsburg Central School District, New York",1079,69,52004,3603,82.3,3.7,48952,4037,22.4,3.6,4369,2643,34.3,4.7,17765,1367,4,2.1,10816,2712,2.3,1.6,5504,1964,18.4,4,16790,2133,839,59,53099,4118,12,3.4,28241,6173,39.8,5.3,40581,6353,29.3,4.6,69388,7702,9.9,3.2,60442,14258,7.6,2.9,85194,13764,1.3,1.1,55000,2160,3485,345,16201,1628,98.5,1,16315,1656,0.2,0.3,N,N,0.4,0.4,16721,4377,0.1,0.2,-,**,0,0.9,-,**,0.1,0.2,-,**,0.7,0.7,N,N,0.1,0.2,-,**,98.5,1,16315,1656,35.4,(X),(X),(X),34,(X),(X),(X),21.4,(X),(X),(X)
9700000US3600008,3600008,"South Country Central School District, New York",10394,313,92708,5246,74.3,2.7,96709,5614,18.4,1.8,27197,10785,33.1,2.5,18758,1089,5.7,1.6,11385,2879,4.1,1.2,3859,1062,18.9,2.2,39177,7746,7340,370,105589,7069,16.6,2.8,46523,8393,29.3,4.2,85686,13414,28.7,3.6,141261,12569,9.9,2.3,95475,15797,12.7,2.8,149642,17514,2.7,1.2,136586,17913,31265,1323,32566,1805,82,2,35004,2123,10.7,1.6,17777,3643,0.1,0.1,N,N,2.4,0.9,36255,10284,0,0.1,N,N,1.5,0.6,20937,6880,3.2,1.2,22535,9351,22.2,2.9,20299,2461,62.6,3,39768,2541,47.3,(X),(X),(X),46,(X),(X),(X),38.7,(X),(X),(X)
9700000US3600009,3600009,"Saranac Central School District, New York",4156,231,72583,10134,73.9,4.4,67844,6160,20.1,4.3,31086,39196,35.2,4.2,18368,1291,5.3,2.1,8698,2088,4.5,2.7,2286,822,30.4,4,23430,3000,2895,190,75303,6220,15.2,3.8,N,N,36.8,6,N,N,30.7,5.5,N,N,6.3,2.4,N,N,10.2,4.8,N,N,0.7,0.9,N,N,13139,492,23018,3148,83.2,1.6,27318,3706,12.1,1.5,476,426,0.3,0.2,21657,13190,0.7,0.6,21564,17887,0,0.2,-,**,3.3,0.8,1023,2053,0.5,0.3,N,N,6.1,1,5285,3611,80.9,1.8,27737,3791,29.2,(X),(X),(X),30.4,(X),(X),(X),27.9,(X),(X),(X)
9700000US3600010,3600010,"Cobleskill-Richmondville Central School District, New York",5055,242,64282,4090,70.4,3.1,63467,5145,26.2,2.7,8072,2066,42.9,3.9,18075,1176,5.3,2.1,10255,2783,2.4,1.1,1856,879,28.4,3.8,26363,3559,3122,182,77946,6072,19.5,3.7,45766,6904,34,4.1,68708,13612,27.5,3.8,96829,6859,8,2.4,73006,12204,8.3,2.5,120195,13028,2.7,1.9,119318,17433,13735,430,24986,1481,93.3,1.1,26046,1603,3.1,0.7,6686,3089,0.2,0.2,11387,4003,0.9,0.5,17104,11137,0.1,0.1,N,N,0.5,0.3,13927,6965,2,0.7,10985,9081,3,0.7,10233,4276,91.5,1.1,26350,1619,39.1,(X),(X),(X),35.4,(X),(X),(X),30.6,(X),(X),(X)
9700000US3600011,3600011,"Wayland-Cohocton Central School District, New York",3749,129,58662,2985,71.3,3.2,58924,3081,19.1,2.8,7132,2578,39.1,3.4,18054,1109,6.3,1.5,10398,1512,2.2,1.3,4527,1207,25.3,2.8,22352,3470,2588,122,65825,3636,19.9,3.3,43039,6588,34.7,4.5,50760,4567,28.7,3.7,90974,5230,7.6,2.6,64983,19993,7.5,2.4,104138,8564,1.6,1,47056,8048,9071,269,24592,1369,97,1.4,24882,1437,0.9,0.6,18073,6669,0.3,0.4,18916,6884,0,0.3,-,**,0,0.3,-,**,0.1,0.1,N,N,1.7,0.9,13123,7152,0.7,0.5,20641,9448,96.4,1.5,24913,1454,25.5,(X),(X),(X),26.8,(X),(X),(X),19.2,(X),(X),(X)
9700000US3600012,3600012,"Bolivar-Richburg Central School District, New York",1801,105,51651,3983,70.2,3.2,55643,4737,15.3,3.2,8424,3095,37,3.9,16588,926,9.5,2.5,8758,1289,5.6,1.8,2955,608,27.2,3.8,12232,1549,1167,86,61578,5459,16.2,2.9,26590,5047,34.8,5.5,55091,12073,34.9,5,74347,5987,7.2,3,69725,14085,5.9,1.8,110386,15144,1,1,61325,24294,4365,271,21610,1595,98.4,0.9,21601,1595,0.2,0.2,N,N,0.5,0.5,N,N,0.4,0.5,N,N,0,0.7,-,**,0,0.7,-,**,0.5,0.5,26483,10749,0.9,0.7,6825,5323,97.5,1.1,21740,1604,31.9,(X),(X),(X),33.9,(X),(X),(X),22.9,(X),(X),(X)
