ENTITY_CD,SCHOOL_NAME,YEAR,DISTRICT_CD,DISTRICT_NAME,BOCES_CD,BOCES_NAME,COUNTY_CD,COUNTY_NAME,NEEDS_INDEX
010402060002,ALBERTUS W BECKER SCHOOL,2015,01040206,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,5
010402060003,PIETER B COEYMANS SCHOOL,2015,01040206,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,5
010402060008,RAVENA-COEYMANS-SELKIRK MIDDLE SCHOOL,2015,01040206,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,5
010500010005,ABRAM LANSING SCHOOL,2015,01050001,COHOES CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010100010014,MONTESSORI MAGNET SCHOOL,2014,01010001,ALBANY CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010100010016,PINE HILLS ELEMENTARY SCHOOL,2014,01010001,ALBANY CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010100010018,DELAWARE COMMUNITY SCHOOL,2014,01010001,ALBANY CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010100010019,NEW SCOTLAND ELEMENTARY SCHOOL,2014,01010001,ALBANY CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010100010020,NORTH ALBANY ACADEMY,2014,01010001,ALBANY CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010100860907,GREEN TECH HIGH CHARTER SCHOOL,2014,,,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,7
010100860960,ALBANY LEADERSHIP CHARTER HIGH SCHOOL FOR GIRLS,2014,,,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,7
010100860976,BRIGHTER CHOICE CHARTER MIDDLE SCHOOL FOR BOYS,2014,,,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,7
010100860977,BRIGHTER CHOICE CHARTER MIDDLE SCHOOL FOR GIRLS,2014,,,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,7
010201040001,BERNE-KNOX-WESTERLO JUNIOR-SENIOR HIGH SCHOOL,2014,01020104,BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,5
010201040002,BERNE-KNOX-WESTERLO ELEMENTARY SCHOOL,2014,01020104,BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,5
010306060003,ELSMERE ELEMENTARY SCHOOL,2014,01030606,BETHLEHEM CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010306060004,GLENMONT ELEMENTARY SCHOOL,2014,01030606,BETHLEHEM CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010306060005,HAMAGRAEL ELEMENTARY SCHOOL,2014,01030606,BETHLEHEM CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010306060006,SLINGERLANDS ELEMENTARY SCHOOL,2014,01030606,BETHLEHEM CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010306060007,BETHLEHEM CENTRAL MIDDLE SCHOOL,2014,01030606,BETHLEHEM CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010306060008,BETHLEHEM CENTRAL SENIOR HIGH SCHOOL,2014,01030606,BETHLEHEM CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010306060009,EAGLE ELEMENTARY SCHOOL,2014,01030606,BETHLEHEM CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010402060001,RAVENA-COEYMANS-SELKIRK SENIOR HIGH SCHOOL,2014,01040206,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,5
010402060002,ALBERTUS W BECKER SCHOOL,2014,01040206,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,5
010402060003,PIETER B COEYMANS SCHOOL,2014,01040206,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,5
010402060008,RAVENA-COEYMANS-SELKIRK MIDDLE SCHOOL,2014,01040206,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,5
010500010005,ABRAM LANSING SCHOOL,2014,01050001,COHOES CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010500010006,VAN SCHAICK ISLAND SCHOOL,2014,01050001,COHOES CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010500010007,COHOES HIGH SCHOOL,2014,01050001,COHOES CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010500010008,COHOES MIDDLE SCHOOL,2014,01050001,COHOES CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010500010009,HARMONY HILL SCHOOL,2014,01050001,COHOES CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010601060003,ROESSLEVILLE SCHOOL,2014,01060106,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,5
010601060005,SADDLEWOOD ELEMENTARY SCHOOL,2014,01060106,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,5
010601060006,SHAKER ROAD ELEMENTARY SCHOOL,2014,01060106,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,5
010601060008,COLONIE CENTRAL HIGH SCHOOL,2014,01060106,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,5
010601060010,FOREST PARK ELEMENTARY SCHOOL,2014,01060106,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,5
010601060011,VEEDER ELEMENTARY SCHOOL,2014,01060106,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,5
010601060012,SAND CREEK MIDDLE SCHOOL,2014,01060106,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,5
010601060013,LISHA KILL MIDDLE SCHOOL,2014,01060106,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,5
010100010021,SCHOOL 21- OPPORTUNITY PROGRAM,2014,01010001,ALBANY CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010100010023,ALBANY SCHOOL OF HUMANITIES,2014,01010001,ALBANY CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010100010027,EAGLE POINT ELEMENTARY SCHOOL,2014,01010001,ALBANY CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010100010028,THOMAS S O'BRIEN ACADEMY OF SCIENCE & TECHNOLOGY,2014,01010001,ALBANY CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010100010029,GIFFEN MEMORIAL ELEMENTARY SCHOOL,2014,01010001,ALBANY CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010100010030,WILLIAM S HACKETT MIDDLE SCHOOL,2014,01010001,ALBANY CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010100010034,ALBANY HIGH SCHOOL,2014,01010001,ALBANY CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010100010039,ARBOR HILL ELEMENTARY SCHOOL,2014,01010001,ALBANY CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010100010043,PHILIP J SCHUYLER ACHIEVEMENT ACADEMY,2014,01010001,ALBANY CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010100010044,SHERIDAN PREPARATORY ACADEMY,2014,01010001,ALBANY CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010100010045,STEPHEN AND HARRIET MYERS MIDDLE SCHOOL,2014,01010001,ALBANY CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010100860829,BRIGHTER CHOICE CHARTER SCHOOL FOR BOYS,2014,,,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,7
010100860830,BRIGHTER CHOICE CHARTER SCHOOL FOR GIRLS,2014,,,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,7
010100860867,KIPP TECH VALLEY CHARTER SCHOOL,2014,,,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,7
010100860892,HENRY JOHNSON CHARTER SCHOOL,2014,,,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,7
010100860899,ALBANY COMMUNITY CHARTER SCHOOL,2014,,,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,7
010615020001,MENANDS SCHOOL,2014,01061502,MENANDS UNION FREE SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,5
010623060002,BLUE CREEK SCHOOL,2014,01062306,NORTH COLONIE CSD,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010623060003,BOGHT HILLS SCHOOL,2014,01062306,NORTH COLONIE CSD,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010623060004,FORTS FERRY SCHOOL,2014,01062306,NORTH COLONIE CSD,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010623060006,LATHAM RIDGE SCHOOL,2014,01062306,NORTH COLONIE CSD,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010623060007,LOUDONVILLE SCHOOL,2014,01062306,NORTH COLONIE CSD,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010623060008,SOUTHGATE SCHOOL,2014,01062306,NORTH COLONIE CSD,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010623060009,SHAKER JUNIOR HIGH SCHOOL,2014,01062306,NORTH COLONIE CSD,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010623060010,SHAKER HIGH SCHOOL,2014,01062306,NORTH COLONIE CSD,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010701030001,HEATLY SCHOOL,2014,01070103,GREEN ISLAND UNION FREE SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
010802060001,ALTAMONT ELEMENTARY SCHOOL,2014,01080206,GUILDERLAND CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010802060003,GUILDERLAND ELEMENTARY SCHOOL,2014,01080206,GUILDERLAND CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010802060004,WESTMERE ELEMENTARY SCHOOL,2014,01080206,GUILDERLAND CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010802060005,GUILDERLAND HIGH SCHOOL,2014,01080206,GUILDERLAND CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010802060007,LYNNWOOD ELEMENTARY SCHOOL,2014,01080206,GUILDERLAND CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010802060008,FARNSWORTH MIDDLE SCHOOL,2014,01080206,GUILDERLAND CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
010802060009,PINE BUSH ELEMENTARY SCHOOL,2014,01080206,GUILDERLAND CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
011003060001,VOORHEESVILLE ELEMENTARY SCHOOL,2014,01100306,VOORHEESVILLE CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
011003060002,CLAYTON A BOUTON HIGH SCHOOL,2014,01100306,VOORHEESVILLE CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
011003060003,VOORHEESVILLE MIDDLE SCHOOL,2014,01100306,VOORHEESVILLE CENTRAL SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,6
011200010002,WATERVLIET ELEMENTARY SCHOOL,2014,01120001,WATERVLIET CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
011200010010,WATERVLIET JUNIOR-SENIOR HIGH SCHOOL,2014,01120001,WATERVLIET CITY SCHOOL DISTRICT,0190,BOCES ALBANY-SCHOH-SCHENECTADY-SARAT,01,ALBANY,3
020101040001,ALFRED-ALMOND ELEMENTARY SCHOOL,2014,02010104,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,02,ALLEGANY,5
020101040002,ALFRED-ALMOND JUNIOR-SENIOR HIGH SCHOOL,2014,02010104,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,02,ALLEGANY,5
020601040001,ANDOVER SCHOOL,2014,02060104,ANDOVER CENTRAL SCHOOL DISTRICT,0490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,02,ALLEGANY,4
020702040001,GENESEE VALLEY CENTRAL SCHOOL,2014,02070204,GENESEE VALLEY CENTRAL SCHOOL DISTRICT,0490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,02,ALLEGANY,4
020801040001,BELFAST SCHOOL,2014,02080104,BELFAST CENTRAL SCHOOL DISTRICT,0490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,02,ALLEGANY,4
021102040001,CANASERAGA SCHOOL,2014,02110204,CANASERAGA CENTRAL SCHOOL DISTRICT,5590,BOCES SCHUY-STEUB-CHEM-TIOGA-ALLEG,02,ALLEGANY,4
021601040004,FRIENDSHIP CENTRAL SCHOOL,2014,02160104,FRIENDSHIP CENTRAL SCHOOL DISTRICT,0490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,02,ALLEGANY,4
022001040001,FILLMORE CENTRAL SCHOOL,2014,02200104,FILLMORE CENTRAL SCHOOL DISTRICT,0490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,02,ALLEGANY,4
022101040001,WHITESVILLE CENTRAL SCHOOL,2014,02210104,WHITESVILLE CENTRAL SCHOOL DISTRICT,0490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,02,ALLEGANY,4
022302040001,CUBA-RUSHFORD HIGH SCHOOL,2014,02230204,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,0490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,02,ALLEGANY,4
022302040002,CUBA-RUSHFORD ELEMENTARY SCHOOL,2014,02230204,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,0490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,02,ALLEGANY,4
022302040004,CUBA-RUSHFORD MIDDLE SCHOOL,2014,02230204,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,0490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,02,ALLEGANY,4
022401040003,SCIO CENTRAL SCHOOL,2014,02240104,SCIO CENTRAL SCHOOL DISTRICT,0490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,02,ALLEGANY,4
022601060002,WELLSVILLE MIDDLE SCHOOL,2014,02260106,WELLSVILLE CENTRAL SCHOOL DISTRICT,0490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,02,ALLEGANY,4
022601060004,WELLSVILLE SENIOR HIGH SCHOOL,2014,02260106,WELLSVILLE CENTRAL SCHOOL DISTRICT,0490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,02,ALLEGANY,4
022601060005,WELLSVILLE ELEMENTARY SCHOOL,2014,02260106,WELLSVILLE CENTRAL SCHOOL DISTRICT,0490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,02,ALLEGANY,4
022902040001,BOLIVAR-RICHBURG JUNIOR-SENIOR HIGH SCHOOL,2014,02290204,BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT,0490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,02,ALLEGANY,4
022902040002,BOLIVAR-RICHBURG ELEMENTARY SCHOOL,2014,02290204,BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT,0490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,02,ALLEGANY,4
022902040003,BOLIVAR-RICHBURG PRE-K PROGRAM,2014,02290204,BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT,0490,BOCES CATTAR-ALLEGANY-ERIE-WYOMING,02,ALLEGANY,4
030101060001,CHENANGO FORKS ELEMENTARY SCHOOL,2014,03010106,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,0390,BOCES BROOME-DELAWARE-TIOGA,03,BROOME,5
030101060003,CHENANGO FORKS HIGH SCHOOL,2014,03010106,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,0390,BOCES BROOME-DELAWARE-TIOGA,03,BROOME,5
030101060004,CHENANGO FORKS MIDDLE SCHOOL,2014,03010106,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,0390,BOCES BROOME-DELAWARE-TIOGA,03,BROOME,5
030200010002,CALVIN COOLIDGE SCHOOL,2014,03020001,BINGHAMTON CITY SCHOOL DISTRICT,0390,BOCES BROOME-DELAWARE-TIOGA,03,BROOME,3
030200010005,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,2014,03020001,BINGHAMTON CITY SCHOOL DISTRICT,0390,BOCES BROOME-DELAWARE-TIOGA,03,BROOME,3
030200010008,THOMAS JEFFERSON SCHOOL,2014,03020001,BINGHAMTON CITY SCHOOL DISTRICT,0390,BOCES BROOME-DELAWARE-TIOGA,03,BROOME,3
030200010011,MACARTHUR SCHOOL,2014,03020001,BINGHAMTON CITY SCHOOL DISTRICT,0390,BOCES BROOME-DELAWARE-TIOGA,03,BROOME,3
